Fytoken,Symbol Details,Tick size,ISIN,NSE_SYMBOL,SYMBOL
101000000022524,UTIAMC - NIF10GETF,0.01,INF789F1AZF3,NSE:NIF10GETF-EQ,NIF10GETF
101000000022527,DELAPLEX LIMITED,0.05,INE0SK801018,NSE:DELAPLEX-SM,DELAPLEX
101000000022533,DOCMODE HEALTH TECH LTD,0.05,INE0OGG01015,NSE:DHTL-SM,DHTL
10100000002254,SEC RED NCD 9.25% SR. VI,0.01,INE528S07128,NSE:ERFLNCDI-N6,ERFLNCDI
101000000022542,SEC RE NCD 8.45% SR 1,0.01,INE121A07RQ3,NSE:CHOLAFIN-NJ,CHOLAFIN
101000000022545,SEC RE NCD SR 2,0.01,INE121A07RR1,NSE:CHOLAFIN-NK,CHOLAFIN
101000000022551,SEC RE NCD 8.50% SR 3,0.01,INE121A07RT7,NSE:CHOLAFIN-NL,CHOLAFIN
101000000022553,SEC RE NCD SR 4,0.01,INE121A07RS9,NSE:CHOLAFIN-NM,CHOLAFIN
101000000022556,SEC RE NCD 8.60% SR 5,0.01,INE121A07RV3,NSE:CHOLAFIN-NN,CHOLAFIN
101000000022558,SEC RE NCD SR 6,0.01,INE121A07RU5,NSE:CHOLAFIN-NO,CHOLAFIN
10100000002256,PENINSULA LAND LIMITED,0.05,INE138A01028,NSE:PENINLAND-EQ,PENINLAND
101000000022560,MEGATHERM INDUCTION LTD,0.05,INE531R01010,NSE:MEGATHERM-SM,MEGATHERM
101000000022564,HFL 8.60% 2029 SR 62,0.01,INE957N07773,NSE:HEFC-N1,HEFC
101000000022566,BLS E-SERVICES LIMITED,0.05,INE0NLT01010,NSE:BLSE-EQ,BLSE
10100000002257,SDL RJ 6.97% 2051,0.01,IN2920200713,NSE:697RJ51A-SG,697RJ51A
101000000022571,BAWEJA STUDIOS LIMITED,0.05,INE0JFJ01011,NSE:BAWEJA-SM,BAWEJA
101000000022575,SMFG 8.37% 2029 SR 104,0.01,INE535H07CE7,NSE:SMFG-N2,SMFG
10100000002259,MOREPEN LAB. LTD,0.05,INE083A01026,NSE:MOREPENLAB-EQ,MOREPENLAB
101000000022592,DSPAMC - HEALTHADD,0.01,INF740KA1UF4,NSE:HEALTHADD-EQ,HEALTHADD
101000000022595,HDFCAMC HDFCPSUBK,0.01,INF179KC1HW4,NSE:HDFCPSUBK-EQ,HDFCPSUBK
10100000002260,SDL TN 6.95% 2031,0.01,IN3120200362,NSE:695TN31-SG,695TN31
101000000022600,NOMURA CAP 8.55% 2026,0.01,INE357L07465,NSE:NOMURA-N0,NOMURA
101000000022603,SDL GJ 7.25% 2026,0.01,IN1520230252,NSE:725GJ26-SG,725GJ26
101000000022604,SDL AP 7.39% 2029,0.01,IN1020230752,NSE:739AP29-SG,739AP29
101000000022606,PTC INDIA FIN SERV LTD,0.05,INE560K01014,NSE:PFS-BE,PFS
101000000022608,SDL GJ 7.42% 2031,0.01,IN1520230260,NSE:742GJ31-SG,742GJ31
101000000022609,SDL CG 7.51% 2032,0.01,IN3520230134,NSE:751CG32-SG,751CG32
101000000022610,SDL UP 7.49% 2034,0.01,IN3320230250,NSE:749UP34A-SG,749UP34A
101000000022611,SDL RJ 7.51% 2034,0.01,IN2920230439,NSE:751RJ34-SG,751RJ34
101000000022612,SDL AS 7.52% 2034,0.01,IN1220230198,NSE:752AS34-SG,752AS34
101000000022613,SDL MH 7.48% 2035,0.01,IN2220230212,NSE:748MH35-SG,748MH35
101000000022614,SDL TS 7.49% 2035,0.01,IN4520230413,NSE:749TS35-SG,749TS35
101000000022615,SDL AP 7.49% 2036,0.01,IN1020230760,NSE:749AP36-SG,749AP36
101000000022616,SDL HR 7.49% 2036,0.01,IN1620230368,NSE:749HR36-SG,749HR36
101000000022617,SDL MH 7.49% 2036,0.01,IN2220230220,NSE:749MH36-SG,749MH36
101000000022618,SDL AP 7.49% 2039,0.01,IN1020230778,NSE:749AP39-SG,749AP39
101000000022619,SDL BR 7.52% 2039,0.01,IN1320230197,NSE:752BR39-SG,752BR39
101000000022620,SDL MP 7.48% 2040,0.01,IN2120230163,NSE:748MP40-SG,748MP40
101000000022621,SDL MZ 7.52% 2040,0.01,IN2520230094,NSE:752MZ40-SG,752MZ40
101000000022622,SDL AP 7.46% 2041,0.01,IN1020230786,NSE:746AP41A-SG,746AP41A
101000000022623,SDL MP 7.48% 2041,0.01,IN2120230171,NSE:748MP41-SG,748MP41
101000000022624,SDL AP 7.52% 2043,0.01,IN1020230794,NSE:752AP43-SG,752AP43
101000000022625,SDL TS 7.46% 2045,0.01,IN4520230421,NSE:746TS45-SG,746TS45
101000000022626,SDL JK 7.48% 2054,0.01,IN4920230229,NSE:748JK54-SG,748JK54
101000000022627,GOI TBILL 91D-09/05/24,0.01,IN002023X468,NSE:91D090524-TB,91D090524
101000000022628,GOI TBILL 182D-08/08/24,0.01,IN002023Y466,NSE:182D080824-TB,182D080824
101000000022629,GOI TBILL 364D-06/02/25,0.01,IN002023Z471,NSE:364D060225-TB,364D060225
10100000002263,BANDHAN BANK LIMITED,0.05,INE545U01014,NSE:BANDHANBNK-EQ,BANDHANBNK
101000000022630,GRASIM RE.0.50 PPD UP,0.05,IN9047A01011,NSE:GRASIMPP-E1,GRASIMPP
101000000022633,LHFL 7.69% 2034 TR 437,0.01,INE115A07QN4,NSE:LICHSGFIN-N0,LICHSGFIN
101000000022635,ABHFL 8% 2034 SR J1,0.01,INE831R07417,NSE:ABHFL-N4,ABHFL
10100000002264,SDL UP 7.08% 2031,0.01,IN3320200295,NSE:708UP31-SG,708UP31
101000000022643,TATA CAP 7.99% 2034 SR A,0.01,INE306N07NN9,NSE:TATACAP-ND,TATACAP
101000000022645,ITALIAN EDIBLES LIMITED,0.05,INE0R7R01018,NSE:ITALIANE-SM,ITALIANE
101000000022649,PARKHOTELS,0.05,INE988S01028,NSE:PARKHOTELS-EQ,PARKHOTELS
10100000002265,SDL WB 7.05% 2031,0.01,IN3420200252,NSE:705WB31-SG,705WB31
101000000022654,AAFS MKT LINK2027SRCAR D,0.01,INE0L6807120,NSE:AAFS-N0,AAFS
101000000022656,SIGNPOST INDIA LIMITED,0.05,INE0KGZ01021,NSE:SIGNPOST-EQ,SIGNPOST
10100000002266,SDL AS 7.07% 2031,0.01,IN1220200282,NSE:707AS31-SG,707AS31
101000000022661,EXIM 7.45% 2028 SR Z01,0.01,INE514E08GB4,NSE:EXIM-N0,EXIM
101000000022663,JANA SMALL FIN BANK LTD,0.05,INE953L01027,NSE:JSFB-EQ,JSFB
101000000022668,SIDBI 7.68% 2027 SR VIII,0.01,INE556F08KO7,NSE:SIDBI-N2,SIDBI
101000000022670,RASHI PERIPHERALS LIMITED,0.05,INE0J1F01024,NSE:RPTECH-EQ,RPTECH
101000000022675,CAPITAL SMALL FIN BANK L,0.05,INE646H01017,NSE:CAPITALSFB-EQ,CAPITALSFB
101000000022680,NDR INVIT TRUST,0.01,INE0Q7Q23015,NSE:NDRINVIT-IV,NDRINVIT
101000000022684,TATA CAP 7.99% 2029 SR B,0.01,INE976I07CS1,NSE:TATACAP-NE,TATACAP
101000000022686,PCHFL MIBOR LINKED 2025,0.01,INE516Y07493,NSE:PCHFL-NB,PCHFL
101000000022688,ALPEX SOLAR LIMITED,0.05,INE0R4701017,NSE:ALPEXSOLAR-SM,ALPEXSOLAR
101000000022692,SDL CG 7.44% 2030,0.01,IN3520230159,NSE:744CG30-SG,744CG30
101000000022693,SDL GJ 7.43% 2031,0.01,IN1520230278,NSE:743GJ31-SG,743GJ31
101000000022694,SDL CG 7.43% 2029,0.01,IN3520230142,NSE:743CG29-SG,743CG29
101000000022695,SDL AS 7.45% 2031,0.01,IN1220230206,NSE:745AS31-SG,745AS31
101000000022696,SDL CG 7.46% 2031,0.01,IN3520230167,NSE:746CG31-SG,746CG31
101000000022697,SDL GJ 7.42% 2033,0.01,IN1520230286,NSE:742GJ33-SG,742GJ33
101000000022698,SDL CG 7.46% 2033,0.01,IN3520230175,NSE:746CG33-SG,746CG33
101000000022699,SDL HR 7.47% 2036,0.01,IN1620230376,NSE:747HR36-SG,747HR36
101000000022700,SDL AP 7.45% 2038,0.01,IN1020230802,NSE:745AP38-SG,745AP38
101000000022701,SDL AP 7.44% 2039,0.01,IN1020230810,NSE:744AP39-SG,744AP39
101000000022702,SDL BR 7.49% 2039,0.01,IN1320230205,NSE:749BR39-SG,749BR39
101000000022703,SDL WB 7.48% 2043,0.01,IN3420230218,NSE:748WB43-SG,748WB43
101000000022704,SDL AP 7.48% 2044,0.01,IN1020230828,NSE:748AP44-SG,748AP44
101000000022705,SDL WB 7.48% 2044,0.01,IN3420230226,NSE:748WB44-SG,748WB44
101000000022706,SDL TS 7.44% 2046,0.01,IN4520230439,NSE:744TS46-SG,744TS46
101000000022707,SDL JK 7.46% 2049,0.01,IN4920230237,NSE:746JK49-SG,746JK49
101000000022708,GOI TBILL 91D-16/05/24,0.01,IN002023X476,NSE:91D160524-TB,91D160524
101000000022709,GOI TBILL 182D-15/08/24,0.01,IN002023Y474,NSE:182D150824-TB,182D150824
101000000022710,GOI TBILL 364D-13/02/25,0.01,IN002023Z489,NSE:364D130225-TB,364D130225
101000000022711,POLYSIL IRRIGATION SYST L,0.05,INE517M01028,NSE:POLYSIL-SM,POLYSIL
101000000022715,ABFL 8.16% 2029 SR K1,0.01,INE860H07IW8,NSE:ABFL-NC,ABFL
101000000022717,ENTERO HEALTHCARE SOLU L,0.05,INE010601016,NSE:ENTERO-EQ,ENTERO
101000000022722,LICNAMC - LICNMID100,0.01,INF767K01RN1,NSE:LICNMID100-EQ,LICNMID100
101000000022725,WISE TRAVEL INDIA LIMITED,0.05,INE623Y01011,NSE:WTICAB-SM,WTICAB
101000000022730,VIBHOR STEEL TUBES LTD,0.05,INE0QTF01015,NSE:VSTL-EQ,VSTL
101000000022735,IRFCL 7.48% 2034 SR 176,0.01,INE053F08361,NSE:IRFC-NQ,IRFC
101000000022737,NOMURA 8.90% 2028 SR 02,0.01,INE357L07473,NSE:NOMURA-N1,NOMURA
101000000022739,MOTILAL OS NASDAQ100 ETF,0.01,INF247L01AP3,NSE:MON100-EQ,MON100
101000000022741,SDL PY 7.35% 2027,0.01,IN3820230024,NSE:735PY27-SG,735PY27
101000000022742,SDL CG 7.44% 2029,0.01,IN3520230183,NSE:744CG29-SG,744CG29
101000000022743,SDL CG 7.47% 2030,0.01,IN3520230191,NSE:747CG30A-SG,747CG30A
101000000022744,SDL CG 7.47% 2031,0.01,IN3520230209,NSE:747CG31-SG,747CG31
101000000022745,SDL CG 7.48% 2032,0.01,IN3520230217,NSE:748CG32-SG,748CG32
101000000022746,SDL KA 7.48% 2033,0.01,IN1920230258,NSE:748KA33-SG,748KA33
101000000022747,SDL TN 7.44% 2034,0.01,IN3120230435,NSE:744TN34-SG,744TN34
101000000022748,SDL RJ 7.48% 2034,0.01,IN2920230447,NSE:748RJ34-SG,748RJ34
101000000022749,SDL UP 7.48% 2034,0.01,IN3320230268,NSE:748UP34-SG,748UP34
10100000002275,IRIS CLOTHINGS LIMITED,0.05,INE01GN01025,NSE:IRISDOREME-EQ,IRISDOREME
101000000022750,SDL NL 7.49% 2034,0.01,IN2620230077,NSE:749NL34-SG,749NL34
101000000022751,SDL MH 7.46% 2035,0.01,IN2220230238,NSE:746MH35-SG,746MH35
101000000022752,SDL MH 7.47% 2036,0.01,IN2220230246,NSE:747MH36-SG,747MH36
101000000022753,SDL PY 7.47% 2037,0.01,IN3820230032,NSE:747PY37-SG,747PY37
101000000022754,SDL AP 7.44% 2039,0.01,IN1020230836,NSE:744AP39A-SG,744AP39A
101000000022755,SDL BR 7.47% 2039,0.01,IN1320230213,NSE:747BR39-SG,747BR39
101000000022756,SDL MP 7.44% 2040,0.01,IN2120230189,NSE:744MP40-SG,744MP40
101000000022757,SDL KA 7.45% 2040,0.01,IN1920230266,NSE:745KA40-SG,745KA40
101000000022758,SDL MP 7.45% 2044,0.01,IN2120230197,NSE:745MP44A-SG,745MP44A
101000000022759,SDL MP 7.45% 2045,0.01,IN2120230205,NSE:745MP45-SG,745MP45
101000000022760,SDL JK 7.45% 2054,0.01,IN4920230245,NSE:745JK54-SG,745JK54
101000000022761,GOI TBILL 91D-23/05/24,0.01,IN002023X492,NSE:91D230524-TB,91D230524
101000000022762,GOI TBILL 182D-22/08/24,0.01,IN002023Y490,NSE:182D220824-TB,182D220824
101000000022763,GOI TBILL 364D-20/02/25,0.01,IN002023Z505,NSE:364D200225-TB,364D200225
101000000022764,ESCONET TECHNOLOGIES LTD,0.05,INE0RQZ01017,NSE:ESCONET-SM,ESCONET
101000000022768,TCHFL 8.10% 2027 SR D,0.01,INE033L07IE2,NSE:TATACAPHSG-ND,TATACAPHSG
10100000002277,MRF LTD,0.05,INE883A01011,NSE:MRF-EQ,MRF
101000000022770,INTERIORS & MORE LIMITED,0.05,INE0OPC01015,NSE:INM-SM,INM
101000000022774,INDIABULL RE.0.67 PPD UP,0.05,IN9148I01010,NSE:IBULPP-E1,IBULPP
101000000022777,THAAI CASTING LIMITED,0.05,INE0QJL01014,NSE:TCL-SM,TCL
101000000022781,KALAHRIDHAAN TRENDZ LTD,0.05,INE02M801018,NSE:KTL-SM,KTL
101000000022785,ATMASTCO LIMITED,0.05,INE05DH01017,NSE:ATMASTCO-SM,ATMASTCO
101000000022793,PFC 7.60% 2029 SR BS237A,0.01,INE134E08MX3,NSE:PFC-N0,PFC
101000000022795,PFC 7.49% 2034 SR BS237B,0.01,INE134E08MY1,NSE:PFC-N9,PFC
101000000022797,NHB 7.83% 2027,0.01,INE557F08FU2,NSE:NHB-N9,NHB
101000000022799,DEEM ROLL TECH LIMITED,0.05,INE586O01011,NSE:DEEM-SM,DEEM
101000000022803,ZENITH DRUGS LIMITED,0.05,INE0QWN01013,NSE:ZENITHDRUG-SM,ZENITHDRUG
101000000022807,NIRMA 8.30%2025SRVII TRA,0.01,INE091A07190,NSE:NIRMA-N0,NIRMA
101000000022809,NIRMA 8.40%2026SRVII TRB,0.01,INE091A07216,NSE:NIRMA-N6,NIRMA
101000000022811,NIRMA 8.50%2027SRVII TRC,0.01,INE091A07208,NSE:NIRMA-N7,NIRMA
101000000022813,REC 7.47% 2034 SR 231B,0.01,INE020B08EY5,NSE:RECLTD-NL,RECLTD
101000000022815,REC 7.64% 2027 SR 231A,0.01,INE020B08EX7,NSE:RECLTD-NM,RECLTD
101000000022820,IREDA 7.59% 2034 SR XV E,0.01,INE202E08169,NSE:IREDA-N0,IREDA
101000000022822,CAN FIN 8.25% 2027,0.01,INE477A07381,NSE:CANFINHOME-N0,CANFINHOME
101000000022824,JUNIPER HOTELS LIMITED,0.05,INE696F01016,NSE:JUNIPER-EQ,JUNIPER
101000000022829,SKIPPER RE.0.25 PPD UP,0.05,IN9439E01012,NSE:SKIPPERPP-E1,SKIPPERPP
10100000002283,MRPL,0.05,INE103A01014,NSE:MRPL-EQ,MRPL
101000000022832,MIRAEAMC - SMALLCAP,0.01,INF769K01LC3,NSE:SMALLCAP-EQ,SMALLCAP
101000000022835,SEC RE NCD 10.25% SR I,0.01,INE583D07414,NSE:UGROCAP-N8,UGROCAP
101000000022837,SEC RE NCD 10.75% SR II,0.01,INE583D07430,NSE:UGROCAP-N9,UGROCAP
101000000022839,SEC RE NCD 10.35% SR III,0.01,INE583D07448,NSE:UGROCAP-NA,UGROCAP
101000000022841,SEC RE NCD 10.5% SR IV,0.01,INE583D07463,NSE:UGROCAP-NB,UGROCAP
101000000022843,SEC RE NCD 11% SR V,0.01,INE583D07455,NSE:UGROCAP-NC,UGROCAP
101000000022844,ABSL IIF- QP - SI-IPDP,0.01,INF209K01HR6,NSE:BSLIQPIIDP-MF,BSLIQPIIDP
101000000022846,GPT HEALTHCARE LIMITED,0.05,INE486R01017,NSE:GPTHEALTH-EQ,GPTHEALTH
101000000022850,ABSL IIF- QP - SI-RPDP,0.01,INF209K01HO3,NSE:BSLIQPIRDP-MF,BSLIQPIRDP
101000000022853,ABSL IIF- QP - SI-RPG,0.01,INF209K01HN5,NSE:BSLIQPIRG-MF,BSLIQPIRG
101000000022854,TFSIL 8.30% 2027 SR S45,0.01,INE692Q07498,NSE:TFSI-N2,TFSI
101000000022856,AAFS MARKET LINK2027SR I,0.01,INE0L6807138,NSE:AAFS-N1,AAFS
101000000022864,SDL CG 7.45% 2033,0.01,IN3520230225,NSE:745CG33-SG,745CG33
101000000022865,SDL PN 7.46% 2033,0.01,IN2820230257,NSE:746PN33-SG,746PN33
101000000022866,SDL TN 7.42% 2034,0.01,IN3120230443,NSE:742TN34-SG,742TN34
101000000022867,SDL RJ 7.44% 2034,0.01,IN2920230454,NSE:744RJ34-SG,744RJ34
101000000022868,SDL KA 7.44% 2034,0.01,IN1920230274,NSE:744KA34-SG,744KA34
101000000022869,SDL RJ 7.42% 2039,0.01,IN2920230462,NSE:742RJ39-SG,742RJ39
101000000022870,SDL BR 7.43% 2039,0.01,IN1320230221,NSE:743BR39-SG,743BR39
101000000022871,SDL WB 7.44% 2041,0.01,IN3420230234,NSE:744WB41-SG,744WB41
101000000022872,SDL MP 7.42% 2044,0.01,IN2120230213,NSE:742MP44-SG,742MP44
101000000022873,SDL RJ 7.43% 2044,0.01,IN2920230470,NSE:743RJ44-SG,743RJ44
101000000022874,SDL WB 7.44% 2044,0.01,IN3420230242,NSE:744WB44-SG,744WB44
101000000022875,SDL UK 7.46% 2034,0.01,IN3620230067,NSE:746UK34-SG,746UK34
101000000022876,SDL UP 7.46% 2034,0.01,IN3320230276,NSE:746UP34-SG,746UP34
101000000022877,SDL MH 7.43% 2035,0.01,IN2220230253,NSE:743MH35-SG,743MH35
101000000022878,SDL MH 7.43% 2036,0.01,IN2220230261,NSE:743MH36-SG,743MH36
101000000022879,SDL HR 7.44% 2036,0.01,IN1620230384,NSE:744HR36-SG,744HR36
101000000022880,SDL KA 7.42% 2039,0.01,IN1920230282,NSE:742KA39-SG,742KA39
101000000022881,SDL MP 7.42% 2045,0.01,IN2120230221,NSE:742MP45-SG,742MP45
101000000022882,SDL MP 7.42% 2046,0.01,IN2120230239,NSE:742MP46-SG,742MP46
101000000022883,GOI TBILL 91D-30/05/24,0.01,IN002023X518,NSE:91D300524-TB,91D300524
101000000022884,GOI TBILL 182D-29/08/24,0.01,IN002023Y508,NSE:182D290824-TB,182D290824
101000000022885,GOI TBILL 364D-27/02/25,0.01,IN002023Z513,NSE:364D270225-TB,364D270225
101000000022886,2.50%GOLDBONDS2032SR-IV,0.01,IN0020230184,NSE:SGBFEB32IV-GB,SGBFEB32IV
101000000022887,IRFC 7.44% 2034 SR 177,0.01,INE053F08379,NSE:IRFC-NR,IRFC
101000000022889,TPL 8.32% 2026 SR 13A,0.01,INE813H07390,NSE:TORNTPOWER-N4,TORNTPOWER
10100000002289,HLE GLASCOAT LIMITED,0.05,INE461D01028,NSE:HLEGLAS-EQ,HLEGLAS
101000000022891,TPL 8.32% 2027 SR 13B,0.01,INE813H07382,NSE:TORNTPOWER-N5,TORNTPOWER
101000000022893,TPL 8.32% 2028 SR 13C,0.01,INE813H07374,NSE:TORNTPOWER-N6,TORNTPOWER
101000000022895,TPL 8.32% 2029 SR 13D,0.01,INE813H07366,NSE:TORNTPOWER-N7,TORNTPOWER
101000000022897,SADHAV SHIPPING LIMITED,0.05,INE0K5H01010,NSE:SADHAV-SM,SADHAV
101000000022901,ZERODHAAMC - GOLDCASE,0.01,INF0R8F01042,NSE:GOLDCASE-EQ,GOLDCASE
101000000022905,GIL 8.36% 2026 SR I,0.01,INE233A08121,NSE:GODREJIND-N0,GODREJIND
101000000022907,GIL 8.40% 2027 SR II,0.01,INE233A08113,NSE:GODREJIND-N1,GODREJIND
101000000022909,ABFL FBIL LINK2027 SR K3,0.01,INE860H07IX6,NSE:ABFL-ND,ABFL
101000000022911,OWAIS METAL & MINERAL,0.05,INE0R8M01017,NSE:OWAIS-SM,OWAIS
101000000022915,PEL 9.35% 2026,0.01,INE140A07799,NSE:PEL-N4,PEL
101000000022917,CHOLA 8.65% 2029 SR 636,0.01,INE121A07RW1,NSE:CHOLAFIN-NP,CHOLAFIN
101000000022919,TCL 8.285% 2027 SR C,0.01,INE976I07CT9,NSE:TATACAP-NF,TATACAP
101000000022921,SFL 7.97% 2030 SR X7,0.01,INE660A07RR8,NSE:SUNDARMFIN-N0,SUNDARMFIN
101000000022923,IIFL SAMASTA10.48% 2027,0.01,INE413U08119,NSE:IIFLSAMFIN-N6,IIFLSAMFIN
101000000022925,ABHFL 8.20% 2027 SR K1,0.01,INE831R07425,NSE:ABHFL-N5,ABHFL
101000000022927,AAFS MARKET LINK2034 SRB,0.01,INE0L6808037,NSE:AAFS-N2,AAFS
101000000022930,PLATINUM INDUSTRIES LTD,0.05,INE0PT501018,NSE:PLATIND-EQ,PLATIND
101000000022938,PURV FLEXIPACK LIMITED,0.05,INE0R6C01012,NSE:PURVFLEXI-SM,PURVFLEXI
10100000002294,MAHANAGAR TELEPHONE NIGAM,0.05,INE153A01019,NSE:MTNL-EQ,MTNL
101000000022944,DME DEV 7.55% 2039 SR V,0.01,INE0J7Q07249,NSE:DMEDEV-N0,DMEDEV
101000000022947,EXICOM TELE SYSTEMS LTD,0.05,INE777F01014,NSE:EXICOM-EQ,EXICOM
101000000022955,RIF -MIF - SII -RP-DP-RO,0.01,INF204K01DD6,NSE:RMFINMRDR2-MF,RMFINMRDR2
101000000022961,RIF -MIF - SII -RP-GP-GO,0.01,INF204K01DB0,NSE:RMFINMRGG2-MF,RMFINMRGG2
101000000022962,BCIPL 9.25% 2028 SR A,0.01,INE087M08134,NSE:BCIPL-N0,BCIPL
101000000022964,BCIPL 9.25% 2028 SR B,0.01,INE087M08126,NSE:BCIPL-N1,BCIPL
101000000022971,LH 7.8350% 2027 TR 438,0.01,INE115A07QO2,NSE:LICHSGFIN-N1,LICHSGFIN
101000000022974,ADROITINF RS.2.50 PPD UP,0.05,IN9737B01023,NSE:ADROITPP-X1,ADROITPP
101000000022976,M.V.K. AGRO FOOD PROD LTD,0.05,INE0SGC01015,NSE:MVKAGRO-SM,MVKAGRO
101000000022980,MUKKA PROTEINS LIMITED,0.05,INE0CG401037,NSE:MUKKA-EQ,MUKKA
101000000022985,SDL MZ 7.4% 2039,0.01,IN2520230102,NSE:74MZ39-SG,74MZ39
101000000022986,SDL BR 7.4% 2039,0.01,IN1320230239,NSE:74BR39-SG,74BR39
101000000022987,SDL RJ 7.4% 2042,0.01,IN2920230488,NSE:74RJ42-SG,74RJ42
101000000022988,SDL TS 7.38% 2043,0.01,IN4520230447,NSE:738TS43-SG,738TS43
101000000022989,SDL WB 7.4% 2044,0.01,IN3420230259,NSE:74WB44-SG,74WB44
101000000022990,SDL TN 7.4% 2034,0.01,IN3120230450,NSE:74TN34-SG,74TN34
101000000022991,SDL AS 7.42% 2034,0.01,IN1220230214,NSE:742AS34-SG,742AS34
101000000022992,SDL MH 7.4% 2035,0.01,IN2220230279,NSE:74MH35-SG,74MH35
101000000022993,SDL KA 7.42% 2035,0.01,IN1920230290,NSE:742KA35-SG,742KA35
101000000022994,SDL HR 7.42% 2035,0.01,IN1620230392,NSE:742HR35-SG,742HR35
101000000022995,SDL MH 7.4% 2036,0.01,IN2220230287,NSE:74MH36-SG,74MH36
101000000022996,SDL KA 7.41% 2036,0.01,IN1920230308,NSE:741KA36-SG,741KA36
101000000022997,SDL JK 7.4% 2044,0.01,IN4920230252,NSE:74JK44-SG,74JK44
101000000022998,NIINT FU QIF SI IP DP-DPO,0.01,INF204K01DL9,NSE:NMFINQIDP1-MF,NMFINQIDP1
101000000022999,SDL TS 7.38% 2049,0.01,IN4520230454,NSE:738TS49-SG,738TS49
101000000023,SDL JK 6.7% 2030,0.01,IN4920200073,NSE:67JK30-SG,67JK30
101000000023000,SDL TN 7.38% 2054,0.01,IN3120230468,NSE:738TN54-SG,738TN54
101000000023002,GOI TBILL 91D-06/06/24,0.01,IN002023X526,NSE:91D060624-TB,91D060624
101000000023003,GOI TBILL 182D-05/09/24,0.01,IN002023Y516,NSE:182D050924-TB,182D050924
101000000023005,GOI TBILL 364D-06/03/25,0.01,IN002023Z521,NSE:364D060325-TB,364D060325
101000000023006,IREDA 7.53% 2034 SR XV F,0.01,INE202E08177,NSE:IREDA-NA,IREDA
101000000023009,SMFG 8.3044% 2029 SR 105,0.01,INE535H07CF4,NSE:SMFG-N3,SMFG
101000000023012,CHOLA 8.60% 2029 SR 637,0.01,INE121A07RX9,NSE:CHOLAFIN-NQ,CHOLAFIN
101000000023015,PC&HFL TBILL LINKED 2025,0.01,INE516Y07501,NSE:PCHFL-NC,PCHFL
101000000023016,NIINT FU-QIF-SI-RP DP-DPO,0.01,INF204K01DI5,NSE:NMFINQRDP1-MF,NMFINQRDP1
101000000023018,V R INFRASPACE LIMITED,0.05,INE0QQM01017,NSE:VR-SM,VR
101000000023024,IIFL SAMASTA 10.77% 2030,0.01,INE413U08127,NSE:IIFLSAMFIN-N7,IIFLSAMFIN
10100000002303,HINDUSTAN AERONAUTICS LTD,0.05,INE066F01020,NSE:HAL-EQ,HAL
101000000023030,LANCOR HOLDINGS LIMITED,0.05,INE572G01025,NSE:LANCORHOL-BE,LANCORHOL
101000000023034,BCIPL 9.50% 2028,0.01,INE087M08118,NSE:BCIPL-N2,BCIPL
101000000023036,BHARAT HIGHWAYS INVIT,0.01,INE0NHL23019,NSE:BHINVIT-IV,BHINVIT
101000000023041,AXIS BANK 7.64% 2034 SR7,0.01,INE238A08492,NSE:AXISBANK-N0,AXISBANK
101000000023043,R K SWAMY LIMITED,0.05,INE0NQ801033,NSE:RKSWAMY-EQ,RKSWAMY
101000000023048,PRESTIGE 11.75% 2027,0.01,INE757O07049,NSE:PPPL-N0,PPPL
101000000023050,EXIM 7.40% 2029 SR Z02,0.01,INE514E08GC2,NSE:EXIM-N1,EXIM
101000000023052,SONA MACHINERY LIMITED,0.05,INE0Q6H01012,NSE:SONAMAC-SM,SONAMAC
101000000023056,J.G.CHEMICALS LIMITED,0.05,INE0MB501011,NSE:JGCHEM-EQ,JGCHEM
101000000023061,PGCL 7.35% 2034 SR LXXVI,0.01,INE752E08734,NSE:POWERGRID-N1,POWERGRID
101000000023063,NHB 7.78% 2027,0.01,INE557F08FV0,NSE:NHB-NA,NHB
101000000023066,GOPAL SNACKS LIMITED,0.05,INE0L9R01028,NSE:GOPAL-EQ,GOPAL
10100000002307,MUNJAL SHOWA LTD,0.05,INE577A01027,NSE:MUNJALSHOW-EQ,MUNJALSHOW
101000000023074,SHREE KARNI FABCOM LTD,0.05,INE0S4Y01010,NSE:SHREEKARNI-SM,SHREEKARNI
101000000023078,SDL CG 7.38% 2032,0.01,IN3520230233,NSE:738CG32-SG,738CG32
101000000023079,SDL CG 7.39% 2033,0.01,IN3520230241,NSE:739CG33-SG,739CG33
101000000023080,SDL CG 7.38% 2034,0.01,IN3520230258,NSE:738CG34-SG,738CG34
101000000023081,SDL HP 7.39% 2034,0.01,IN1720230128,NSE:739HP34-SG,739HP34
101000000023082,SDL RJ 7.37% 2034,0.01,IN2920230496,NSE:737RJ34A-SG,737RJ34A
101000000023083,SDL KA 7.36% 2034,0.01,IN1920230316,NSE:736KA34-SG,736KA34
101000000023084,SDL AR 7.41% 2034,0.01,IN1120230033,NSE:741AR34-SG,741AR34
101000000023085,SDL KL 7.39% 2034,0.01,IN2020230222,NSE:739KL34-SG,739KL34
101000000023086,SDL UP 7.38% 2034,0.01,IN3320230284,NSE:738UP34-SG,738UP34
101000000023087,SDL HR 7.38% 2035,0.01,IN1620230400,NSE:738HR35-SG,738HR35
101000000023088,SDL PY 7.29% 2026,0.01,IN3820230040,NSE:729PY26-SG,729PY26
