Sr. No,Symbol,Company Name,MarketCap
1632,GREENCHEF,Greenchef Appliances Limited,23470
1633,AURDIS,Aurangabad Distillery Limited,23370
1634,SOFTTECH,Softtech Engineers Limited,23349
1635,AARVI,Aarvi Encon Limited,23322
1636,DTIL,Dhunseri Tea & Industries Limited,23290
1637,IVP,IVP Limited,23177
1638,PALREDTEC,Palred Technologies Limited,23132
1639,EROSMEDIA,Eros International Media Limited,23115
1640,INDOTHAI,Indo Thai Securities Limited,22965
1641,NITCO,Nitco Limited,22779
1642,WELINV,Welspun Investments and Commercials Limited,22753
1643,MAGNUM,Magnum Ventures Limited,22718
1644,QMSMEDI,QMS Medical Allied Services Limited,22696
1645,ATAM,Atam Valves Limited,22531
1646,GENCON,Generic Engineering Construction and Projects Limited,22487
1647,CCHHL,Country Club Hospitality & Holidays Limited,22476
1648,GIRRESORTS,GIR Natureview Resorts Limited,22472
1649,RELCHEMQ,Reliance Chemotex Industries Limited,22431
1650,ARSHIYA,Arshiya Limited,22395
1651,VITAL,Vital Chemtech Limited,22334
1652,LLOYDS,Lloyds Luxuries Limited,22275
1653,MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,22246
1654,KEL,Kundan Edifice Limited,22177
1655,CHAVDA,Chavda Infra Limited,22042
1656,ASCOM,Ascom Leasing & Investments Limited,22017
1657,SHIGAN,Shigan Quantum Technologies Limited,21992
1658,VETO,Veto Switchgears And Cables Limited,21992
1659,MOS,Mos Utility Limited,21943
1660,INDOWIND,Indowind Energy Limited,21896
1661,INVENTURE,Inventure Growth & Securities Limited,21840
1662,SWASTIK,Swastik Pipe Limited,21803
1663,SUVIDHAA,Suvidhaa Infoserve Limited,21782
1664,BAFNAPH,Bafna Pharmaceuticals Limited,21764
1665,ALPA,Alpa Laboratories Limited,21735
1666,BSL,BSL Limited,21665
1667,INFOLLION,Infollion Research Services Limited,21611
1668,TTL,T T Limited,21520
1669,LOVABLE,Lovable Lingerie Limited,21519
1670,TEXMOPIPES,Texmo Pipes and Products Limited,21429
1671,ZEELEARN,Zee Learn Limited,21359
1672,USK,Udayshivakumar Infra Limited,21340
1673,MODIRUBBER,Modi Rubber Limited,21284
1674,TREJHARA,TREJHARA SOLUTIONS LIMITED,21269
1675,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,21268
1676,DCI,Dc Infotech And Communication Limited,21162
1677,DIGIKORE,Digikore Studios Limited,21006
1678,SURANAT&P,Surana Telecom and Power Limited,20975
1679,IEL,Indiabulls Enterprises Limited,20925
1680,TOTAL,Total Transport Systems Limited,20909
1681,EFACTOR,E Factor Experiences Limited,20745
1682,VIPULLTD,Vipul Limited,20697
1683,SALSTEEL,S.A.L. Steel Limited,20647
1684,A2ZINFRA,A2Z Infra Engineering Limited,20606
1685,RHFL,Reliance Home Finance Limited,20594
1686,FRETAIL,Future Retail Limited,20336
1687,DENEERS,De Neers Tools Limited,20160
1688,LATTEYS,Latteys Industries Limited,20066
1689,SPLIL,SPL Industries Limited,19952
1690,KDL,Kore Digital Limited,19943
1691,JOCIL,Jocil Limited,19898
1692,TARMAT,Tarmat Limited,19854
1693,NOIDATOLL,Noida Toll Bridge Company Limited,19830
1694,ATLANTAA,Atlantaa  Limited,19764
1695,UNIHEALTH,Unihealth Consultancy Limited,19727
1696,UNITEDPOLY,United Polyfab Gujarat Limited,19726
1697,AKSHOPTFBR,Aksh Optifibre Limited,19686
1698,SRIVASAVI,Srivasavi Adhesive Tapes Limited,19681
1699,ARCHIDPLY,Archidply Industries Limited,19656
1700,AIROLAM,Airo Lam limited,19555
1701,ROCKINGDCE,Rockingdeals Circular Economy Limited,19487
1702,ASPINWALL,Aspinwall and Company Limited,19350
1703,VAISHALI,Vaishali Pharma Limited,19280
1704,KBCGLOBAL,KBC Global Limited,19244
1705,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,19217
1706,SIGIND,Signet Industries Limited,19193
1707,ARVEE,Arvee Laboratories (India) Limited,19059
1708,AVONMORE,Avonmore Capital & Management Services Limited,18986
1709,VISESHINFO,Visesh Infotecnics Limited,18872
1710,JMA,Jullundur Motor Agency (Delhi) Limited,18810
1711,AKI,AKI India Limited,18741
1712,NILASPACES,Nila Spaces Limited,18710
1713,RAJSREESUG,Rajshree Sugars & Chemicals Limited,18622
1714,SHIVATEX,Shiva Texyarn Limited,18550
1715,FELIX,Felix Industries Limited,18498
1716,MANAKCOAT,Manaksia Coated Metals & Industries Limited,18481
1717,BAHETI,Baheti Recycling Industries Limited,18477
1718,EMMBI,Emmbi Industries Limited,18407
1719,GLOBALVECT,Global Vectra Helicorp Limited,18361
1720,TOUCHWOOD,Touchwood Entertainment Limited,18284
1721,WEIZMANIND,Weizmann Limited,18238
1722,SHAH,Shah Metacorp Limited,18230
1723,SMARTLINK,Smartlink Holdings Limited,18090
1724,DRCSYSTEMS,DRC Systems India Limited,18082
1725,NIRMAN,Nirman Agri Genetics Limited,18076
1726,ALPHAGEO,Alphageo (India) Limited,18066
1727,PASHUPATI,Pashupati Cotspin Limited,18035
1728,UMAEXPORTS,Uma Exports Limited,18004
1729,BEARDSELL,Beardsell Limited,17904
1730,SHRITECH,Shri Techtex Limited,17852
1731,ISFT,Intrasoft Technologies Limited,17847
1732,TECHLABS,Trident Techlabs Limited,17808
1733,BHARATGEAR,Bharat Gears Limited,17750
1734,GVPTECH,GVP Infotech Limited,17670
1735,NIRAJ,Niraj Cement Structurals Limited,17548
1736,CAPTRUST,Capital Trust Limited,17548
1737,RKEC,RKEC Projects Limited,17537
1738,BAGFILMS,B.A.G Films and Media Limited,17501
1739,ARHAM,Arham Technologies Limited,17364
1740,MUKTAARTS,Mukta Arts Limited,17357
1741,LOTUSEYE,Lotus Eye Hospital and Institute Limited,17344
1742,TRANSTEEL,Transteel Seating Technologies Limited,17333
1743,DANGEE,Dangee Dums Limited,17322
1744,DYNAMIC,Dynamic Services & Security Limited,17256
1745,WORTH,Worth Peripherals Limited,17224
1746,AHLADA,Ahlada Engineers Limited,17153
1747,SIKKO,Sikko Industries Limited,17136
1748,KOHINOOR,Kohinoor Foods Limited,17109
1749,DUCOL,Ducol Organics And Colours Limited,17106
1750,FCONSUMER,Future Consumer Limited,16975
1751,KREBSBIO,Krebs Biochemicals and Industries Limited,16893
1752,PRAKASHSTL,Prakash Steelage Limited,16888
1753,INDBANK,Indbank Merchant Banking Services Limited,16864
1754,XELPMOC,Xelpmoc Design And Tech Limited,16693
1755,AMJLAND,Amj Land Holdings Limited,16687
1756,UMANGDAIRY,Umang Dairies Limited,16656
1757,DJML,DJ Mediaprint & Logistics Limited,16529
1758,JHS,JHS Svendgaard Laboratories Limited,16517
1759,CADSYS,Cadsys (India) Limited,16506
1760,SURANASOL,Surana Solar Limited,16386
1761,RILINFRA,Rachana Infrastructure Limited,16382
1762,SADBHIN,Sadbhav Infrastructure Project Limited,16378
1763,URBAN,Urban Enviro Waste Management Limited,16313
1764,LAMBODHARA,Lambodhara Textiles Limited,16257
1765,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,16176
1766,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,16121
1767,SMSLIFE,SMS Lifesciences India Limited,16011
1768,IL&FSTRANS,IL&FS Transportation Networks Limited,15955
1769,MANAKALUCO,Manaksia Aluminium Company Limited,15925
1770,INDIANCARD,Indian Card Clothing Company Limited,15913
1771,SUMIT,Sumit Woods Limited,15859
1772,THOMASCOTT,Thomas Scott (India) Limited,15851
1773,BALPHARMA,Bal Pharma Limited,15812
1774,PARTYCRUS,Party Cruisers Limited,15730
1775,PANSARI,Pansari Developers Limited,15720
1776,MADHUSUDAN,Madhusudan Masala Limited,15719
1777,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,15666
1778,KARNIKA,Karnika Industries Limited,15630
1779,LAGNAM,Lagnam Spintex Limited,15558
1780,VARDMNPOLY,Vardhman Polytex Limited,15556
1781,MANGALAM,Mangalam Drugs And Organics Limited,15535
1782,TIRUPATIFL,Tirupati Forge Limited,15484
1783,SIL,Standard Industries Limited,15439
1784,3RDROCK,3rd Rock Multimedia Limited,15316
1785,SALONA,Salona Cotspin Limited,15300
1786,AMDIND,AMD Industries Limited,15285
1787,YUDIZ,Yudiz Solutions Limited,15273
1788,SWARAJ,Swaraj Suiting Limited,15264
1789,FIDEL,Fidel Softech Limited,15187
1790,ASTRON,Astron Paper & Board Mill Limited,15089
1791,RSSOFTWARE,R. S. Software (India) Limited,15052
1792,CENTEXT,Century Extrusions Limited,15040
1793,LASA,Lasa Supergenerics Limited,14980
1794,KALYANIFRG,Kalyani Forge Limited,14918
1795,RMDRIP,R M Drip and Sprinklers Systems Limited,14859
1796,CMNL,Chaman Metallics Limited,14831
1797,DCM,DCM  Limited,14774
1798,MOTOGENFIN,The Motor & General Finance Limited,14755
1799,CTE,Cambridge Technology Enterprises Limited,14713
1800,IPSL,Integrated Personnel Services Limited,14636
1801,CORDSCABLE,Cords Cable Industries Limited,14621
1802,PRAENG,Prajay Engineers Syndicate Limited,14547
1803,ACCURACY,Accuracy Shipping Limited,14529
1804,ANLON,Anlon Technology Solutions Limited,14452
1805,AARTECH,Aartech Solonics Limited,14265
1806,SUNDARAM,Sundaram Multi Pap Limited,14216
1807,SONAMLTD,SONAM LIMITED,14211
1808,SURYALAXMI,Suryalakshmi Cotton Mills Limited,14179
1809,GOYALALUM,Goyal Aluminiums Limited,14131
1810,ARTNIRMAN,Art Nirman Limited,14063
1811,GTL,GTL Limited,13999
1812,ALKALI,Alkali Metals Limited,13879
1813,OMAXAUTO,Omax Autos Limited,13859
1814,FLEXITUFF,Flexituff Ventures International Limited,13858
1815,MAHASTEEL,Mahamaya Steel Industries Limited,13854
1816,SHRADHA,Shradha Infraprojects Limited,13729
1817,GOLDKART,Goldkart Jewels Limited,13722
1818,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,13709
1819,ANIKINDS,Anik Industries Limited,13682
1820,WIPL,The Western India Plywoods Limited,13665
1821,SUPREMEINF,Supreme Infrastructure India Limited,13582
1822,PULZ,Pulz Electronics Limited,13575
1823,SSFL,Srivari Spices And Foods Limited,13491
1824,ABCOTS,A B Cotspin India Limited,13380
1825,JAINAM,Jainam Ferro Alloys (I) Limited,13344
1826,OILCOUNTUB,Oil Country Tubular Limited,13265
1827,SECMARK,SecMark Consultancy Limited,13238
1828,GRAPHISAD,Graphisads Limited,13214
1829,SOTAC,Sotac Pharmaceuticals Limited,13039
1830,PIONEEREMB,Pioneer Embroideries Limited,13012
1831,GICL,Globe International Carriers Limited,12958
1832,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,12832
1833,ENERGYDEV,Energy Development Company Limited,12683
1834,SHAHALLOYS,Shah Alloys Limited,12631
1835,MAL,Mangalam Alloys Limited,12627
1836,PATINTLOG,Patel Integrated Logistics Limited,12530
1837,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,12524
1838,PARIN,Parin Furniture Limited,12452
1839,SHREEOSFM,Shree OSFM E-Mobility Limited,12420
1840,MITCON,MITCON Consultancy & Engineering Services Limited,12411
1841,GANGESSECU,Ganges Securities Limited,12410
1842,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,12380
1843,OBCL,Orissa Bengal Carrier Limited,12355
1844,DOLLEX,Dollex Agrotech Limited,12284
1845,MHHL,Mohini Health & Hygiene Limited,12264
1846,NITIRAJ,Nitiraj Engineers Limited,12188
1847,SIMBHALS,Simbhaoli Sugars Limited,12157
1848,TIMESGTY,Times Guaranty Limited,12123
1849,VELS,Vels Film International Limited,12004
1850,CROWN,Crown Lifters Limited,11935
1851,MDL,Marvel Decor Limited,11868
1852,DIL,Debock Industries Limited,11790
1853,HPIL,Hindprakash Industries Limited,11779
1854,PALASHSECU,Palash Securities Limited,11734
1855,BLBLIMITED,BLB Limited,11710
1856,DBSTOCKBRO,DB (International) Stock Brokers Limited,11708
1857,UNIVASTU,Univastu India Limited,11706
1858,PRUDMOULI,Prudential Sugar Corporation Limited,11675
1859,AAKASH,Aakash Exploration Services Limited,11644
1860,AGRITECH,Agri-Tech (India) Limited,11553
1861,DAMODARIND,Damodar Industries Limited,11522
1862,QUICKTOUCH,Quicktouch Technologies Limited,11416
1863,BANKA,Banka BioLoo Limited,11405
1864,BVCL,Barak Valley Cements Limited,11368
1865,S&SPOWER,S&S Power Switchgears Limited,11321
1866,ONDOOR,On Door Concepts Limited,11289
1867,TOKYOPLAST,Tokyo Plast International Limited,11235
1868,HOMESFY,Homesfy Realty Limited,11200
1869,AVROIND,AVRO INDIA LIMITED,11172
1870,ZENITHSTL,Zenith Steel Pipes & Industries Limited,11169
1871,SYNOPTICS,Synoptics Technologies Limited,11151
1872,STEELCITY,Steel City Securities Limited,11051
1873,BABAFP,Baba Food Processing (India) Limited,11020
1874,HISARMETAL,Hisar Metal Industries Limited,11013
1875,AKSHAR,Akshar Spintex Limited,11000
1876,MCON,Mcon Rasayan India Limited,10874
1877,DGCONTENT,Digicontent Limited,10794
1878,SOMICONVEY,Somi Conveyor Beltings Limited,10784
1879,RCDL,Rajgor Castor Derivatives Limited,10774
1880,MRO-TEK,MRO-TEK Realty Limited,10744
1881,AAATECH,AAA Technologies Limited,10736
1882,GRCL,Gayatri Rubbers And Chemicals Limited,10736
1883,YAARI,Yaari Digital Integrated Services Limited,10697
1884,VIVIANA,Viviana Power Tech Limited,10680
1885,ARABIAN,Arabian Petroleum Limited,10620
1886,GROBTEA,The Grob Tea Company Limited,10607
1887,VERTEXPLUS,Vertexplus Technologies Limited,10595
1888,MCL,Madhav Copper Limited,10559
1889,NIBL,NRB Industrial Bearings Limited,10552
1890,MARSHALL,Marshall Machines Limited,10517
1891,ARIHANTACA,Arihant Academy Limited,10503
1892,KHFM,Khfm Hospitality And Facility Management Services Limited,10402
1893,DELTAMAGNT,Delta Manufacturing Limited,10385
1894,PRESSTONIC,Presstonic Engineering Limited,10297
1895,SAMPANN,Sampann Utpadan India Limited,10193
1896,BHANDARI,Bhandari Hosiery Exports Limited,9970
1897,PKTEA,The Peria Karamalai Tea & Produce Company Limited,9932
1898,LPDC,Landmark Property Development Company Limited,9927
1899,HOLMARC,Holmarc Opto-Mechatronics Limited,9909
1900,LEMERITE,Le Merite Exports Limited,9862
1901,INDSWFTLTD,Ind-Swift Limited,9858
1902,MBECL,Mcnally Bharat Engineering Company Limited,9813
1903,MAGSON,Magson Retail And Distribution Limited,9801
1904,CINEVISTA,Cinevista Limited,9707
1905,PANACHE,Panache Digilife Limited,9678
1906,FIBERWEB,Fiberweb (India) Limited,9674
1907,ARCHIES,Archies Limited,9661
1908,REGENCERAM,Regency Ceramics Limited,9585
1909,TPHQ,Teamo Productions HQ Limited,9473
1910,AATMAJ,Aatmaj Healthcare Limited,9413
1911,SHEETAL,Sheetal Universal Limited,9405
1912,SETCO,Setco Automotive Limited,9364
1913,PROLIFE,Prolife Industries Limited,9335
1914,CELEBRITY,Celebrity Fashions Limited,9243
1915,HECPROJECT,HEC Infra Projects Limited,9231
1916,GLOBALPET,Global Pet Industries Limited,9200
1917,MARCO,Marco Cables & Conductors Limited,9181
1918,AGROPHOS,Agro Phos India Limited,9164
1919,HOVS,HOV Services Limited,9131
1920,CUBEXTUB,Cubex Tubings Limited,9128
1921,AUSOMENT,Ausom Enterprise Limited,9087
1922,KARMAENG,Karma Energy Limited,9071
1923,DHRUV,Dhruv Consultancy Services Limited,9064
1924,WEWIN,WE WIN LIMITED,9053
1925,PENTAGON,Pentagon Rubber Limited,9021
1926,AUROIMPEX,Auro Impex  & Chemicals Limited,9010
1927,ATALREAL,Atal Realtech Limited,8992
1928,TREEHOUSE,Tree House Education & Accessories Limited,8885
1929,VINNY,Vinny Overseas Limited,8840
1930,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,8812
1931,AMBANIORG,Ambani Organics Limited,8788
1932,GOLDENTOBC,Golden Tobacco Limited,8734
1933,RELIABLE,Reliable Data Services Limited,8669
1934,ZENITHEXPO,Zenith Exports Limited,8658
1935,MONOPHARMA,Mono Pharmacare Limited,8658
1936,ASHOKAMET,Ashoka Metcast Limited,8624
1937,VASWANI,Vaswani Industries Limited,8610
1938,INSPIRE,Inspire Films Limited,8574
1939,PRITIKA,Pritika Engineering Components Limited,8569
1940,KEYFINSERV,Keynote Financial Services Limited,8562
1941,LEXUS,Lexus Granito (India) Limited,8540
1942,CPS,C P S Shapers Limited,8503
1943,CELLPOINT,Cell Point (India) Limited,8446
1944,PODDARHOUS,Poddar Housing and Development Limited,8441
1945,ORIENTLTD,Orient Press Limited,8375
1946,MORARJEE,Morarjee Textiles Limited,8320
1947,MAITREYA,Maitreya Medicare Limited,8307
1948,SHIVAMILLS,Shiva Mills Limited,8305
1949,PRAMARA,Pramara Promotions Limited,8267
1950,CEREBRAINT,Cerebra Integrated Technologies Limited,8231
1951,MAHICKRA,Mahickra Chemicals Limited,8212
1952,NAGREEKEXP,Nagreeka Exports Limited,8169
1953,MICROPRO,Micropro Software Solutions Limited,8165
1954,TRIDHYA,Tridhya Tech Limited,8104
1955,SECURCRED,SecUR Credentials Limited,8089
1956,CLSL,Crop Life Science Limited,8030
1957,VIAZ,Viaz Tyres Limited,8024
1958,AKG,Akg Exim Limited,7928
1959,TERASOFT,Tera Software Limited,7770
1960,AVSL,AVSL Industries Limited,7767
1961,TAPIFRUIT,Tapi Fruit Processing Limited,7759
1962,SCML,Sharp Chucks and Machines Limited,7747
1963,COMPINFO,Compuage Infocom Limited,7719
1964,JAIPURKURT,Nandani Creation Limited,7701
1965,GSTL,Globesecure Technologies Limited,7674
1966,SHRENIK,Shrenik Limited,7650
1967,SAMBHAAV,Sambhaav Media Limited,7549
1968,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,7541
1969,VINEETLAB,Vineet Laboratories Limited,7527
1970,MOKSH,Moksh Ornaments Limited,7512
1971,AROGRANITE,Aro Granite Industries Limited,7466
1972,KANANIIND,Kanani Industries Limited,7371
1973,PARASPETRO,Paras Petrofils Limited,7353
1974,SOMATEX,Soma Textiles & Industries Limited,7234
1975,ICDSLTD,ICDS Limited,7204
1976,PNC,Pritish Nandy Communications Limited,7190
1977,ACSAL,Arvind and Company Shipping Agencies Limited,7180
1978,ROML,Raj Oil Mills Limited,7127
1979,UCL,Ushanti Colour Chem Limited,7117
1980,BMETRICS,Bombay Metrics Supply Chain Limited,7074
1981,GANGAFORGE,Ganga Forging Limited,7046
1982,MANUGRAPH,Manugraph India Limited,7011
1983,SITINET,Siti Networks Limited,6976
1984,ANKITMETAL,Ankit Metal & Power Limited,6844
1985,MALUPAPER,Malu Paper Mills Limited,6738
1986,SHANTHALA,Shanthala FMCG Products Limited,6668
1987,AARVEEDEN,Aarvee Denims & Exports Limited,6616
1988,UWCSL,Ultra Wiring Connectivity System Limited,6609
1989,BANG,Bang Overseas Limited,6529
1990,SIDDHIKA,Siddhika Coatings Limited,6519
1991,PIGL,Power & Instrumentation (Gujarat) Limited,6508
1992,SERVICE,Service Care Limited,6393
1993,MAKS,Maks Energy Solutions India Limited,6380
1994,BANARBEADS,Banaras Beads Limited,6344
1995,REXPIPES,Rex Pipes And Cables Industries Limited,6303
1996,AISL,ANI Integrated Services Limited,6282
1997,NGIL,Nakoda Group of Industries Limited,6235
1998,AKASH,Akash Infra-Projects Limited,6214
1999,ISHAN,Ishan International Limited,6109
2000,TFL,Transwarranty Finance Limited,6051
2001,CBAZAAR,Net Avenue Technologies Limited,6007
2002,DNAMEDIA,Diligent Media Corporation Limited,6003
2003,GLOBE,Globe Textiles (India) Limited,5970
2004,COMMITTED,Committed Cargo Care Limited,5945
2005,JETFREIGHT,Jet Freight Logistics Limited,5916
2006,UMA,Uma Converter Limited,5869
2007,SPYL,Shekhawati Poly-Yarn Limited,5860
2008,FLFL,Future Lifestyle Fashions Limited,5851
2009,YCCL,Yasons Chemex Care Limited,5830
2010,BDR,BDR Buildcon Limited,5824
2011,PRECISION,Precision Metaliks Limited,5739
2012,MASTER,Master Components Limited,5718
2013,DKEGL,D.K. Enterprises Global Limited,5706
2014,EXCEL,Excel Realty N Infra Limited,5643
2015,DESTINY,Destiny Logistics & Infra Limited,5617
2016,AJOONI,Ajooni Biotech Limited,5607
2017,SANGANI,Sangani Hospitals Limited,5600
2018,WOMANCART,Womancart Limited,5542
2019,MADHAV,Madhav Marbles and Granites Limited,5485
2020,LFIC,Lakshmi Finance & Industrial Corporation Limited,5472
2021,BURNPUR,Burnpur Cement Limited,5426
2022,SEYAIND,Seya Industries Limited,5420
2023,JETKNIT,Jet Knitwears Limited,5390
2024,MILTON,Milton Industries Limited,5345
2025,VSCL,Vadivarhe Speciality Chemicals Limited,5343
2026,PEARLPOLY,Pearl Polymers Limited,5295
2027,HBSL,HB Stockholdings Limited,5268
2028,OMFURN,Omfurn India Limited,5207
2029,MADHUCON,Madhucon Projects Limited,5166
2030,ABMINTLLTD,ABM International Limited,5165
2031,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,5145
2032,ADL,Archidply Decor Limited,5127
2033,KEEPLEARN,DSJ Keep Learning Limited,5080
2034,BINANIIND,Binani Industries Limited,5066
2035,RKDL,Ravi Kumar Distilleries Limited,5052
2036,AGNI,Agni Green Power Limited,5020
2037,CMRSL,Cyber Media Research & Services Limited,5007
2038,SUULD,Suumaya Industries Limited,4989
2039,INDIFRA,Indifra Limited,4986
2040,CYBERMEDIA,Cyber Media (India) Limited,4943
2041,TCLCONS,Tantia Constructions Limited,4932
2042,SANGINITA,Sanginita Chemicals Limited,4878
2043,TIMESCAN,Timescan Logistics (India) Limited,4857
2044,FSC,Future Supply Chain Solutions Limited,4849
2045,3PLAND,3P Land Holdings Limited,4842
2046,LIBAS,Libas Consumer Products Limited,4742
2047,SRPL,Shree Ram Proteins Limited,4712
2048,SEL,Sungarner Energies Limited,4707
2049,KONTOR,Kontor Space Limited,4703
2050,VEEKAYEM,Veekayem Fashion and Apparels Limited,4683
2051,NIDAN,Nidan Laboratories and Healthcare Limited,4629
2052,SUPERSPIN,Super Spinning Mills Limited,4620
2053,SAGARDEEP,Sagardeep Alloys Limited,4614
2054,JFLLIFE,Jfl Life Sciences Limited,4564
2055,EDUCOMP,Educomp Solutions Limited,4531
2056,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,4529
2057,SONUINFRA,Sonu Infratech Limited,4463
2058,TGBHOTELS,TGB Banquets And Hotels Limited,4452
2059,ADROITINFO,Adroit Infotech Limited,4449
2060,ARISTO,Aristo Bio-Tech And Lifescience Limited,4425
2061,SGL,STL Global Limited,4373
2062,MARINETRAN,Marinetrans India Limited,4371
2063,ASLIND,ASL Industries Limited,4344
2064,GODHA,Godha Cabcon & Insulation Limited,4331
2065,DIACABS,Diamond Power Infrastructure Limited,4319
2066,LAXMICOT,Laxmi Cotspin Limited,4304
2067,PATTECH,Pattech Fitwell Tube Components Limited,4189
2068,JIWANRAM,Jiwanram Sheoduttrai Industries Limited,4158
2069,COUNCODOS,Country Condo's Limited,4151
2070,NEXTMEDIA,Next Mediaworks Limited,4147
2071,TNTELE,Tamilnadu Telecommunication Limited,4133
2072,ACEINTEG,Ace Integrated Solutions Limited,4131
2073,AGUL,A G Universal Limited,4058
2074,AGARWALFT,Agarwal Float Glass India Limited,4056
2075,BALKRISHNA,Balkrishna Paper Mills Limited,4011
2076,KKVAPOW,KKV Agro Powers Limited,3968
2077,AMEYA,Ameya Precision Engineers Limited,3930
2078,KHANDSE,Khandwala Securities Limited,3913
2079,GATECH,GACM Technologies Limited,3893
2080,TECILCHEM,TECIL Chemicals and Hydro Power Limited,3888
2081,WALPAR,Walpar Nutritions Limited,3881
2082,WILLAMAGOR,Williamson Magor & Company Limited,3829
2083,SHAIVAL,Shaival Reality Limited,3825
2084,BOHRAIND,Bohra Industries Limited,3824
2085,SAHAJ,Sahaj Fashions Limited,3727
2086,MEGAFLEX,Mega Flex Plastics Limited,3546
2087,FMNL,Future Market Networks Limited,3539
2088,21STCENMGM,21st Century Management Services Limited,3460
2089,KSHITIJPOL,Kshitij Polyline Limited,3419
2090,NKIND,NK Industries Limited,3414
2091,HEADSUP,Heads UP Ventures Limited,3401
2092,ROLLT,Rollatainers Limited,3377
2093,PLADAINFO,Plada Infotech Services Limited,3357
2094,GUJRAFFIA,Gujarat Raffia Industries Limited,3264
2095,VILINBIO,Vilin Bio Med Limited,3250
2096,KRIDHANINF,Kridhan Infra Limited,3222
2097,VIVIDHA,Visagar Polytex Limited,3220
2098,SABAR,Sabar Flex India Limited,3210
2099,QUADPRO,Quadpro Ites Limited,3109
2100,MITTAL,Mittal Life Style Limited,3062
2101,NARMADA,Narmada Agrobase Limited,3015
2102,INFOMEDIA,Infomedia Press Limited,3012
2103,IMPEXFERRO,Impex Ferro Tech Limited,2990
2104,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,2944
2105,QFIL,Quality Foils (India) Limited,2940
2106,CONTI,Continental Seeds and Chemicals Limited,2886
2107,MINDPOOL,Mindpool Technologies Limited,2871
2108,KAVVERITEL,Kavveri Telecom Products Limited,2868
2109,UNIINFO,Uniinfo Telecom Services Limited,2866
2110,MTEDUCARE,MT Educare Limited,2853
2111,LCCINFOTEC,LCC Infotech Limited,2848
2112,KHAITANLTD,Khaitan (India) Limited,2845
2113,CALSOFT,California Software Company Limited,2813
2114,SILGO,Silgo Retail Limited,2799
2115,MOXSH,Moxsh Overseas Educon Limited,2779
2116,ORIENTALTL,Oriental Trimex Limited,2764
2117,SUNREST,Sunrest Lifescience Limited,2723
2118,RICHA,Richa Info Systems Limited,2722
2119,HYBRIDFIN,Hybrid Financial Services Limited,2708
2120,VCL,Vaxtex Cotfab Limited,2664
2121,RITEZONE,Rite Zone Chemcon India Limited,2654
2122,SUPREMEENG,Supreme Engineering Limited,2624
2123,VERA,Vera Synthetic Limited,2566
2124,LRRPL,Lead Reclaim And Rubber Products Limited,2500
2125,MOHITIND,Mohit Industries Limited,2463
2126,WINSOME,Winsome Yarns Limited,2404
2127,OLIL,Oneclick Logistics India Limited,2386
2128,MASKINVEST,Mask Investments Limited,2310
2129,PERFECT,Perfect Infraengineers Limited,2301
2130,ANTGRAPHIC,Antarctica Limited,2248
2131,ONELIFECAP,Onelife Capital Advisors Limited,2238
2132,MPTODAY,Madhya Pradesh Today Media Limited,2215
2133,TECHIN,Techindia Nirman Limited,2149
2134,SAROJA,Saroja Pharma Industries India Limited,2131
2135,LYPSAGEMS,Lypsa Gems & Jewellery Limited,2123
2136,SPENTEX,Spentex Industries Limited,2110
2137,SHANTI,Shanti Overseas (India) Limited,1977
2138,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,1962
2139,EASTSILK,Eastern Silk Industries Limited,1895
2140,ORTINLAB,Ortin Laboratories Limited,1878
2141,GRETEX,Gretex Industries Limited,1872
2142,TIJARIA,Tijaria Polypipes Limited,1832
2143,OMKARCHEM,Omkar Speciality Chemicals Limited,1821
2144,VIVO,Vivo Collaboration Solutions Limited,1814
2145,SILLYMONKS,Silly Monks Entertainment Limited,1721
2146,SPRL,Sp Refractories Limited,1700
2147,AILIMITED,Abhishek Integrations Limited,1683
2148,DIGJAMLMTD,Digjam Limited,1650
2149,UMESLTD,Usha Martin Education & Solutions Limited,1638
2150,VIJIFIN,Viji Finance Limited,1568
2151,KANDARP,Kandarp Digi Smart BPO Limited,1525
2152,BRIGHT,Bright Solar Limited,1525
2153,TVVISION,TV Vision Limited,1511
2154,KCK,Kck Industries Limited,1485
2155,AMIABLE,Amiable Logistics (India) Limited,1434
2156,JAKHARIA,JAKHARIA FABRIC LIMITED,1374
2157,BLUECHIP,Blue Chip India Limited,1355
2158,ARENTERP,Rajdarshan Industries Limited,1321
2159,GLFL,Gujarat Lease Financing Limited,1302
